"ì˙ït","ìXÉRÅ[Éh","ïîñÂÉRÅ[Éh","ãqêî","ì_êî","îÑè„ã‡äz","çróòã‡äzó›åv"
20130906,14,18,215,462,49724,93547
20130906,14,19,178,326,101989,316913
20130906,14,20,0,0,0,0
20130906,15,1,1135,3089,510301,3134521
20130906,15,2,748,1120,366144,1907214
20130906,15,3,692,1125,358917,2109209
20130906,15,4,256,318,83484,698544
20130906,15,5,689,1187,441570,3423992
20130906,15,6,287,368,101548,743090
20130906,15,7,1625,5449,835398,4806944
20130906,15,8,787,1559,341570,2488771
20130906,15,9,532,1050,156338,692509
20130906,15,10,1006,2410,489740,1968864
20130906,15,11,241,410,109812,280106
20130906,15,12,421,590,80038,360418
20130906,15,13,0,0,0,17382
20130906,15,14,34,55,63164,113663
20130906,15,15,265,412,145892,1229242
20130906,15,16,0,0,0,1584
20130906,15,17,124,192,56503,321736
20130906,15,18,401,929,129312,1136138
20130906,15,19,287,522,164859,432302
20130906,15,20,0,0,0,0
20130906,16,1,734,1934,240493,780822
20130906,16,2,300,422,123658,411909
20130906,16,3,348,525,165258,445162
20130906,16,4,139,177,45578,211647
20130906,16,5,458,703,260656,851162
20130906,16,6,219,280,67912,245722
20130906,16,7,1139,3972,544266,1388643
20130906,16,8,549,1257,221244,1122478
20130906,16,9,263,502,68632,253773
20130906,16,10,693,1611,367481,670543
20130906,16,11,80,119,28937,91634
20130906,16,12,460,783,84926,220223
20130906,16,13,0,0,0,0
20130906,16,14,3,3,45258,31661
20130906,16,15,164,251,75141,399445
20130906,16,16,0,0,0,0
20130906,16,17,23,41,11169,28217
20130906,16,18,2,0,0,0
20130906,16,19,162,273,93899,232314
20130906,16,20,0,0,0,0
20130906,31,1,46,63,6572,19251
20130906,31,2,50,71,19698,34556
20130906,31,3,1,1,284,2047
20130906,31,4,2,2,511,8238
20130906,31,5,25,30,6835,18447
20130906,31,6,19,23,5666,35352
20130906,31,7,375,710,108710,391098
20130906,31,8,171,256,52000,161284
20130906,31,9,159,259,30830,120580
20130906,31,10,331,488,61173,190179
20130906,31,11,8,12,3849,9291
20130906,31,12,118,167,22647,64666
20130906,31,13,0,0,0,0
20130906,31,14,0,0,0,0
20130906,31,15,53,58,16606,64881
20130906,31,16,0,0,0,0
20130906,31,17,2,3,852,3156
20130906,31,18,25,34,4614,19427
20130906,31,19,153,264,74049,177660
20130906,31,20,0,0,0,0
20130907,1,1,532,1336,194036,1105768
20130907,1,2,195,285,93929,683964
20130907,1,3,254,359,119937,683298
20130907,1,4,116,134,34720,252893
20130907,1,5,370,645,239940,1720333
20130907,1,6,155,189,45109,340916
20130907,1,7,914,2870,408591,2256186
20130907,1,8,354,707,153473,1169745
20130907,1,9,345,667,95153,389149
20130907,1,10,630,1384,268561,1086231
20130907,1,11,53,61,22043,66282
20130907,1,12,321,492,62816,276581
20130907,1,13,0,0,0,0
20130907,1,14,72,115,59218,105676
20130907,1,15,115,164,60931,397310
20130907,1,16,0,0,0,-98
20130907,1,17,0,0,0,0
20130907,1,18,149,318,43236,371913
20130907,1,19,190,372,133385,398790
20130907,1,20,0,0,0,0
20130908,6,1,646,1628,231010,1301924
20130908,6,2,388,562,173845,943979
20130908,6,3,342,546,166638,841729
20130908,6,4,138,171,45833,326355
20130908,6,5,417,632,248485,1472295
20130908,6,6,198,247,67882,391708
20130908,6,7,1104,3321,472610,2335492
20130908,6,8,591,1229,238408,1774538
20130908,6,9,313,539,73920,344163
20130908,6,10,749,1517,358669,1168423
20130908,6,11,123,190,38689,127457
20130908,6,12,461,628,91704,436478
20130908,6,13,0,0,0,4528
20130908,6,14,43,59,30506,71754
20130908,6,15,189,262,100893,615961
20130908,6,16,0,0,0,0
20130908,6,17,14,28,7915,44174
20130908,6,18,0,0,0,0
20130908,6,19,306,638,208508,464921
20130908,6,20,0,0,0,0
20130907,15,1,1719,5427,861061,3369075
20130907,15,2,921,1433,482998,2036758
20130907,15,3,1090,1911,881162,2257405
20130907,15,4,322,413,113165,738782
20130907,15,5,1084,2152,966347,3713057
20130907,15,6,479,608,173122,795168
20130907,15,7,2403,9479,1360610,5113406
20130907,15,8,915,1932,445339,2650153
20130907,15,9,671,1320,190145,728871
20130907,15,10,1621,4282,1009477,2210654
20130907,15,11,280,452,112500,299793
20130907,15,12,660,937,127892,386654
20130907,15,13,0,0,0,17382
20130907,15,14,31,49,62811,120258
20130907,15,15,453,735,322172,1396868
20130907,15,16,0,0,0,1584
20130907,15,17,115,192,56431,331990
20130907,15,18,454,968,154557,1203798
20130907,15,19,333,653,202856,467372
20130907,15,20,0,0,0,0
20130907,16,1,436,1177,146116,807817
20130907,16,2,185,286,78899,436491
20130907,16,3,202,319,95292,464263
20130907,16,4,111,149,34557,225454
20130907,16,5,232,399,157429,897256
20130907,16,6,136,176,43315,260704
20130907,16,7,664,2130,302056,1465733
20130907,16,8,381,805,170013,1195182
20130907,16,9,228,451,55827,266717
20130907,16,10,441,995,197320,705093
20130907,16,11,65,93,26343,96034
20130907,16,12,274,435,50037,228629
20130907,16,13,0,0,0,0
20130907,16,14,2,0,3515,32030
20130907,16,15,124,181,63813,420853
20130907,16,16,0,0,0,0
20130907,16,17,14,23,6185,29812
20130907,16,18,0,0,0,0
20130907,16,19,138,295,86771,247223
20130907,16,20,0,0,0,0
20130907,31,1,42,62,7499,20721
20130907,31,2,35,49,13702,40733
20130907,31,3,2,2,482,2173
20130907,31,4,5,5,1781,6687
20130907,31,5,14,21,4947,16751
20130907,31,6,15,19,5282,38764
20130907,31,7,246,440,68212,405706
20130907,31,8,126,210,41847,177495
20130907,31,9,122,206,29164,128605
20130907,31,10,275,409,50296,200778
20130907,31,11,6,6,1124,9516
20130907,31,12,108,152,17791,67896
20130907,31,13,0,0,0,0
20130907,31,14,0,0,0,0
20130907,31,15,42,50,13800,66357
20130907,31,16,0,0,0,0
20130907,31,17,1,2,568,3326
20130907,31,18,22,28,3863,21205
20130907,31,19,97,162,34385,185668
20130907,31,20,0,0,0,0
20130908,1,1,469,1141,171867,1152684
20130908,1,2,190,250,77903,707014
20130908,1,3,235,361,119516,712343
20130908,1,4,108,130,34544,261463
20130908,1,5,315,536,188926,1797324
20130908,1,6,135,175,39781,352850
20130908,1,7,870,2736,404162,2346892
20130908,1,8,359,725,165117,1222819
20130908,1,9,269,498,70514,395561
20130908,1,10,607,1314,241764,1117598
20130908,1,11,42,58,15002,68607
20130908,1,12,284,426,53002,289304
20130908,1,13,0,0,0,0
20130908,1,14,66,98,42513,110140
20130908,1,15,117,167,61688,416002
20130908,1,16,0,0,0,-98
20130908,1,17,0,0,0,0
20130908,1,18,142,317,43359,388619
20130908,1,19,180,346,116795,420814
20130908,1,20,0,0,0,0
20130908,3,1,517,1341,184672,1191788
20130908,3,2,237,383,103850,706671
20130908,3,3,285,475,151023,937950
20130908,3,4,153,177,49947,368005
20130908,3,5,309,555,216210,1747655
20130908,3,6,157,197,52346,433339
20130908,3,7,835,2761,388638,2404933
20130908,3,8,362,721,146538,1152081
20130908,3,9,269,492,69391,432493
20130908,3,10,583,1253,246570,1093763
20130908,3,11,102,154,38955,195002
20130908,3,12,344,512,70849,375084
20130908,3,13,0,0,0,0
20130908,3,14,36,64,39369,96900
20130908,3,15,142,231,92122,759255
20130908,3,16,0,0,0,1572
20130908,3,17,39,70,26088,206605
20130908,3,18,0,0,0,0
20130908,3,19,156,301,87218,292799
20130908,3,20,0,0,0,0
20130908,7,1,524,1252,184417,1150487
20130908,7,2,198,276,93974,613400
20130908,7,3,296,455,155706,863842
20130908,7,4,128,165,46166,348927
20130908,7,5,328,545,221297,1422195
20130908,7,6,161,220,52527,392206
20130908,7,7,897,2862,407466,2117105
20130908,7,8,446,838,172474,1251004
20130908,7,9,312,653,81395,364502
20130908,7,10,572,1313,272574,933499
20130908,7,11,175,327,59670,196431
20130908,7,12,323,509,63083,260488
20130908,7,13,0,0,0,0
20130908,7,14,9,9,51774,123436
20130908,7,15,124,176,68074,533819
20130908,7,16,0,0,0,2197
20130908,7,17,17,27,6761,48468
20130908,7,18,0,0,0,0
20130908,7,19,148,267,79726,198904
20130908,7,20,0,0,0,0
20130908,8,1,555,1496,218974,1364134
20130908,8,2,232,315,89471,701294
20130908,8,3,251,345,130421,881788
20130908,8,4,111,125,33803,346991
20130908,8,5,361,572,218743,1816433
20130908,8,6,187,237,57263,372256
20130908,8,7,824,2619,366914,2280061
20130908,8,8,388,770,207963,1289260
20130908,8,9,271,485,69473,380899
20130908,8,10,544,1140,218609,1011805
20130908,8,11,90,140,35183,135098
20130908,8,12,293,448,61436,280657
20130908,8,13,0,0,0,0
20130908,8,14,52,69,44173,96644
20130908,8,15,139,230,94741,646714
20130908,8,16,0,0,0,5635
20130908,8,17,10,15,4357,73375
20130908,8,18,123,357,45658,415672
20130908,8,19,150,284,91431,238991
20130908,8,20,0,0,0,0
20130908,9,1,793,2083,292378,1775916
20130908,9,2,430,644,189337,1131879
20130908,9,3,367,555,217456,1242012
20130908,9,4,169,222,69527,459671
20130908,9,5,519,854,343812,2202181
20130908,9,6,194,246,67397,475203
20130908,9,7,1342,4445,671154,3679585
20130908,9,8,828,1913,421675,3127755
20130908,9,9,458,909,135289,636792
20130908,9,10,1011,2260,467389,1464583
20130908,9,11,144,255,69029,206255
20130908,9,12,448,679,94878,408367
20130908,9,13,0,0,0,0
20130908,9,14,51,70,81525,162041
20130908,9,15,215,322,146029,1142902
20130908,9,16,0,0,0,0
20130908,9,17,58,134,43043,261865
20130908,9,18,248,552,88773,976463
20130908,9,19,316,614,199861,534428
20130908,9,20,355,906,90600,266460
20130908,10,1,409,986,136897,741828
20130908,10,2,211,297,84321,493409
20130908,10,3,219,335,88380,464042
20130908,10,4,74,84,17943,162698
20130908,10,5,260,422,152662,974088
20130908,10,6,115,147,37045,256748
20130908,10,7,654,2002,278297,1521300
20130908,10,8,352,744,162918,1109979
20130908,10,9,220,430,62000,312495
20130908,10,10,436,935,182088,764476
20130908,10,11,66,81,20191,102830
20130908,10,12,281,447,53312,248608
20130908,10,13,0,0,0,0
20130908,10,14,21,27,17850,57563
20130908,10,15,124,172,65625,497951
20130908,10,16,0,0,0,0
20130908,10,17,9,16,4324,24004
20130908,10,18,55,100,11258,102147
20130908,10,19,96,203,44411,206151
20130908,10,20,0,0,0,0
20130908,11,1,316,808,107492,607730
20130908,11,2,130,171,58819,342295
20130908,11,3,166,266,82373,377398
20130908,11,4,47,53,14969,149104
20130908,11,5,206,337,119888,754481
20130908,11,6,80,104,25589,215462
20130908,11,7,446,1634,231070,1249053
20130908,11,8,173,328,61573,541523
20130908,11,9,164,323,40157,282650
20130908,11,10,364,845,147301,699956
20130908,11,11,122,246,47150,211418
20130908,11,12,173,276,36129,215093
20130908,11,13,0,0,0,0
20130908,11,14,27,49,23142,70789
20130908,11,15,73,113,39713,271703
20130908,11,16,0,0,0,976
20130908,11,17,12,19,4390,64351
20130908,11,18,0,0,0,0
20130908,11,19,90,172,50842,158543
20130908,11,20,0,0,0,0
20130908,12,1,1011,2964,465688,2701846
20130908,12,2,584,933,278813,1675942
20130908,12,3,414,651,250418,1679692
20130908,12,4,239,299,111688,665023
20130908,12,5,632,1113,480338,3034343
20130908,12,6,225,289,77654,612541
20130908,12,7,1459,5373,828912,4143486
20130908,12,8,791,1652,391843,2983624
20130908,12,9,503,940,140700,787567
20130908,12,10,1043,2546,600073,2083999
20130908,12,11,242,425,109884,427087
20130908,12,12,568,852,116471,519541
20130908,12,13,0,0,0,0
20130908,12,14,20,24,16419,55135
20130908,12,15,348,547,226723,1536947
20130908,12,16,0,0,0,2236
20130908,12,17,0,0,0,0
20130908,12,18,267,360,73223,811909
20130908,12,19,306,520,183543,516129
20130908,12,20,0,0,0,0
20130908,13,1,282,584,75498,549341
20130908,13,2,151,204,47006,309779
20130908,13,3,152,206,57836,246971
20130908,13,4,33,38,10416,119472
20130908,13,5,198,302,103133,664486
20130908,13,6,78,101,25995,194123
20130908,13,7,572,1621,217598,1280150
20130908,13,8,282,535,102291,772714
20130908,13,9,205,392,54116,238380
20130908,13,10,386,865,150454,664522
20130908,13,11,141,258,46491,210001
20130908,13,12,193,281,36437,170745
20130908,13,13,0,0,0,0
20130908,13,14,1,1,6962,19090
20130908,13,15,92,131,39633,309718
20130908,13,16,0,0,0,2730
20130908,13,17,15,19,5050,39146
20130908,13,18,0,0,0,0
20130908,13,19,111,204,59540,199919
20130908,13,20,0,0,0,0
20130908,14,1,628,1580,218690,1351743
20130908,14,2,284,435,128637,752896
20130908,14,3,284,439,145562,836956
20130908,14,4,134,188,41757,348976
20130908,14,5,381,608,265054,1744024
20130908,14,6,168,217,60095,415747
20130908,14,7,980,3081,447460,2474988
20130908,14,8,499,1143,240736,1701723
20130908,14,9,297,552,74911,420968
20130908,14,10,710,1680,314783,1127952
20130908,14,11,112,182,45489,192498
20130908,14,12,311,454,59505,281341
20130908,14,13,0,0,0,0
20130908,14,14,3,3,23905,45006
20130908,14,15,178,266,95698,701955
20130908,14,16,1,1,933,7139
20130908,14,17,11,19,6012,55733
20130908,14,18,204,500,53166,105223
20130908,14,19,205,371,130831,363666
20130908,14,20,0,0,0,0
20130908,15,1,1176,3873,637013,3534548
20130908,15,2,671,1123,337456,2123448
20130908,15,3,626,1039,391521,2371697
20130908,15,4,240,325,86733,766076
20130908,15,5,723,1355,556696,3889396
20130908,15,6,345,479,138112,834806
20130908,15,7,1599,6560,1011068,5339884
20130908,15,8,699,1584,347518,2796179
20130908,15,9,459,935,136714,762230
20130908,15,10,1120,2784,619734,2302923
20130908,15,11,200,329,89061,315379
20130908,15,12,425,591,91279,408319
20130908,15,13,0,0,0,17382
20130908,15,14,33,45,51720,125689
20130908,15,15,283,479,206436,1505524
20130908,15,16,1,1,933,1742
20130908,15,17,98,142,42364,347326
20130908,15,18,343,748,115572,1258755
20130908,15,19,309,538,177427,496135
20130908,15,20,0,0,0,0
20130908,16,1,469,1255,158977,849809
20130908,16,2,199,308,77294,453388
20130908,16,3,232,330,103610,497725
20130908,16,4,105,138,32824,232397
20130908,16,5,285,497,196882,944575
20130908,16,6,145,182,42646,272720
20130908,16,7,675,2285,318918,1525238
20130908,16,8,403,887,191035,1258280
20130908,16,9,240,526,70045,283092
20130908,16,10,496,1217,240404,737186
20130908,16,11,67,93,23575,99971
20130908,16,12,250,403,48799,241065
20130908,16,13,0,0,0,0
20130908,16,14,1,1,34505,35653
20130908,16,15,145,221,91087,469927
20130908,16,16,0,0,0,0
20130908,16,17,10,17,5346,31093
20130908,16,18,0,0,0,0
20130908,16,19,161,310,94000,261686
20130908,16,20,0,0,0,0
20130908,31,1,26,40,3897,22059
20130908,31,2,32,38,7884,45019
20130908,31,3,0,0,0,2173
20130908,31,4,1,1,379,6895
20130908,31,5,10,11,2378,17256
20130908,31,6,11,13,3682,39943
20130908,31,7,176,329,50626,419342
20130908,31,8,91,142,27978,191138
20130908,31,9,88,132,19721,133910
20130908,31,10,170,237,32414,207164
20130908,31,11,11,20,3437,10203
20130908,31,12,91,134,16243,71758
20130908,31,13,0,0,0,0
20130908,31,14,0,0,0,0
20130908,31,15,33,39,10250,71546
20130908,31,16,0,0,0,0
20130908,31,17,1,1,284,3412
20130908,31,18,22,29,3898,22410
20130908,31,19,69,136,33426,192754
20130908,31,20,0,0,0,0
20130909,1,1,832,1987,254367,1217293
20130909,1,2,413,586,124830,741467
20130909,1,3,315,426,126804,742268
20130909,1,4,163,204,54078,276930
20130909,1,5,541,851,250163,1869621
20130909,1,6,256,324,70708,374063
20130909,1,7,1421,4450,565823,2470807
20130909,1,8,505,900,193114,1289636
20130909,1,9,386,651,89890,416416
20130909,1,10,801,1740,313176,1162382
20130909,1,11,53,74,15881,71069
20130909,1,12,512,750,83021,305659
20130909,1,13,0,0,0,0
20130909,1,14,61,103,46888,115063
20130909,1,15,151,198,63151,435137
20130909,1,16,0,0,0,-98
20130909,1,17,0,0,0,0
20130909,1,18,183,429,57059,410872
20130909,1,19,171,357,101543,441021
20130909,1,20,0,0,0,0
20130909,3,1,960,2655,325248,1267571
20130909,3,2,484,835,149835,745628
20130909,3,3,420,648,198980,992072
20130909,3,4,267,333,90734,394318
20130909,3,5,597,943,312280,1829160
20130909,3,6,285,327,85282,459179
20130909,3,7,1263,4703,559599,2527486
20130909,3,8,483,919,178557,1211719
20130909,3,9,450,886,111797,459212
20130909,3,10,779,1835,333412,1140107
20130909,3,11,150,253,65562,207721
20130909,3,12,626,972,117234,398061
20130909,3,13,0,0,0,0
20130909,3,14,48,75,50989,102254
20130909,3,15,156,221,82275,791753
20130909,3,16,0,0,0,1572
20130909,3,17,55,104,28989,217911
20130909,3,18,0,0,0,0
20130909,3,19,158,275,75027,305029
20130909,3,20,0,0,0,0
20130909,6,1,929,2469,314909,1376872
20130909,6,2,544,783,186141,991073
20130909,6,3,379,592,169568,883782
20130909,6,4,244,321,83443,350554
20130909,6,5,511,759,262884,1538541
20130909,6,6,201,237,61698,410155
20130909,6,7,1421,4617,562067,2461957
20130909,6,8,659,1343,239276,1860199
20130909,6,9,392,691,85213,363762
20130909,6,10,810,1652,299167,1212999
20130909,6,11,125,212,37993,134029
20130909,6,12,611,918,117628,461885
20130909,6,13,0,0,0,4528
20130909,6,14,37,51,22708,74138
20130909,6,15,194,251,86751,647799
20130909,6,16,0,0,0,0
20130909,6,17,8,13,3787,45265
20130909,6,18,0,0,0,0
20130909,6,19,223,401,121543,484610
20130909,6,20,0,0,0,0
20130909,7,1,835,2189,345016,1240192
20130909,7,2,354,528,116481,645316
20130909,7,3,377,558,169189,905462
20130909,7,4,239,337,80591,372460
20130909,7,5,474,730,257164,1489829
20130909,7,6,223,303,83391,417557
20130909,7,7,1431,4992,666505,2262403
20130909,7,8,570,1012,199908,1320172
20130909,7,9,467,985,128289,392982
20130909,7,10,843,2023,390272,987356
20130909,7,11,268,491,87704,210464
20130909,7,12,485,773,91205,278182
20130909,7,13,0,0,0,0
20130909,7,14,39,50,204502,144091
20130909,7,15,151,220,70587,562830
20130909,7,16,0,0,0,2197
20130909,7,17,20,29,9312,51411
20130909,7,18,0,0,0,0
20130909,7,19,157,265,92146,212081
20130909,7,20,0,0,0,0
20130909,8,1,1044,2991,373278,1452601
20130909,8,2,508,755,176007,747056
20130909,8,3,433,640,200174,934634
20130909,8,4,299,371,84983,372401
20130909,8,5,650,1105,346826,1909730
20130909,8,6,289,352,77987,395340
20130909,8,7,1338,5176,639924,2417645
20130909,8,8,551,1059,214515,1362625
20130909,8,9,348,678,88466,401688
20130909,8,10,785,1902,353582,1060953
20130909,8,11,141,204,43725,142050
20130909,8,12,530,816,92593,298527
20130909,8,13,0,0,0,0
20130909,8,14,61,108,52142,102119
20130909,8,15,170,244,79738,675977
20130909,8,16,15,48,5280,6549
20130909,8,17,15,22,5598,75251
20130909,8,18,148,382,49100,437128
20130909,8,19,185,340,103519,253484
20130909,8,20,0,0,0,0
20130909,9,1,1106,2899,370126,1871779
20130909,9,2,631,994,229246,1193776
20130909,9,3,479,699,237575,1305682
20130909,9,4,271,363,98384,489974
20130909,9,5,697,1084,389226,2307272
20130909,9,6,268,326,86881,500659
20130909,9,7,1840,6023,783304,3872278
20130909,9,8,1014,2092,429882,3289391
20130909,9,9,589,1023,137678,669559
20130909,9,10,1111,2344,442618,1526550
20130909,9,11,167,289,78283,218075
20130909,9,12,538,824,100634,429903
20130909,9,13,0,0,0,0
20130909,9,14,34,51,81784,170629
20130909,9,15,202,292,108592,1192420
20130909,9,16,0,0,0,0
20130909,9,17,50,116,32903,274138
20130909,9,18,294,634,95390,1023013
20130909,9,19,276,509,153322,560340
20130909,9,20,417,1212,121200,284640
20130909,10,1,590,1618,202360,783109
20130909,10,2,342,489,104862,517317
20130909,10,3,264,392,100217,487092
20130909,10,4,144,172,43174,174787
20130909,10,5,353,518,153087,1008839
20130909,10,6,138,159,42179,268895
20130909,10,7,902,3131,364004,1595193
20130909,10,8,434,810,163190,1165953
20130909,10,9,266,459,64227,327396
20130909,10,10,524,1107,192876,792057
20130909,10,11,81,117,29359,107556
20130909,10,12,333,512,58162,260357
20130909,10,13,0,0,0,0
20130909,10,14,20,30,39651,61726
20130909,10,15,116,158,53968,518783
20130909,10,16,0,0,0,0
20130909,10,17,5,7,1687,24476
20130909,10,18,58,106,11801,107091
20130909,10,19,95,160,54869,216467
20130909,10,20,0,0,0,0
20130909,11,1,550,1402,169423,647545
20130909,11,2,292,444,80209,360823
20130909,11,3,214,308,84754,395027
20130909,11,4,121,140,38122,159664
20130909,11,5,319,511,159864,792209
20130909,11,6,153,189,50454,230246
20130909,11,7,763,2895,359262,1319827
20130909,11,8,281,499,97861,571664
20130909,11,9,264,479,59067,296885
20130909,11,10,525,1279,219616,731581
20130909,11,11,212,368,74761,225548
20130909,11,12,361,602,66636,227887
20130909,11,13,0,0,0,0
20130909,11,14,40,55,51445,76191
20130909,11,15,92,123,34181,283803
20130909,11,16,0,0,0,976
20130909,11,17,25,40,11458,68086
20130909,11,18,0,0,0,0
20130909,11,19,99,181,63335,167600
20130909,11,20,0,0,0,0
20130909,12,1,1505,4693,606038,2854431
20130909,12,2,832,1257,313948,1754743
20130909,12,3,576,897,289212,1754309
20130909,12,4,424,583,160149,710345
20130909,12,5,855,1350,463200,3155702
20130909,12,6,293,375,101071,642559
20130909,12,7,1985,7168,952683,4344502
20130909,12,8,947,1887,382598,3130159
20130909,12,9,700,1260,180209,831718
20130909,12,10,1213,2740,546785,2161642
20130909,12,11,272,457,114613,450239
20130909,12,12,840,1374,160481,551156
20130909,12,13,0,0,0,0
20130909,12,14,22,35,20825,57321
20130909,12,15,263,384,128093,1591498
20130909,12,16,0,0,0,2236
20130909,12,17,0,0,0,0
20130909,12,18,313,428,79829,844319
20130909,12,19,250,459,162473,545049
20130909,12,20,0,0,0,0
20130909,13,1,633,1638,175778,588891
20130909,13,2,308,450,84152,329302
20130909,13,3,256,355,97296,262344
20130909,13,4,99,121,30864,128824
20130909,13,5,372,556,174598,704643
20130909,13,6,139,163,39810,205668
20130909,13,7,1025,3587,423977,1371305
20130909,13,8,400,693,130728,815462
20130909,13,9,249,441,58415,251524
20130909,13,10,611,1337,235664,697044
20130909,13,11,201,347,63787,223013
20130909,13,12,437,669,74029,185180
20130909,13,13,0,0,0,0
20130909,13,14,4,0,7085,19834
20130909,13,15,120,177,43132,325849
20130909,13,16,0,0,0,2730
20130909,13,17,13,20,4686,40496
20130909,13,18,0,0,0,0
20130909,13,19,142,273,74527,211024
20130909,13,20,0,0,0,0
20130909,14,1,860,2211,285322,1419364
20130909,14,2,441,666,151719,790826
20130909,14,3,401,622,169016,879379
20130909,14,4,184,233,57296,365993
20130909,14,5,487,733,270533,1815174
20130909,14,6,220,283,73181,437482
20130909,14,7,1311,5006,599674,2600920
20130909,14,8,587,1216,242358,1787275
20130909,14,9,424,768,98389,444483
20130909,14,10,765,1651,282956,1166717
20130909,14,11,129,212,54644,202006
20130909,14,12,441,664,81515,297889
20130909,14,13,0,0,0,0
20130909,14,14,2,2,17619,46856
20130909,14,15,156,233,70882,730237
20130909,14,16,0,0,0,7139
20130909,14,17,15,28,7384,57919
20130909,14,18,250,539,57335,110957
20130909,14,19,190,369,107627,379810
20130909,14,20,0,0,0,0
20130909,15,1,1960,6098,788970,3740470
20130909,15,2,1191,1987,438389,2236991
20130909,15,3,967,1548,479636,2495923
20130909,15,4,498,639,165385,817676
20130909,15,5,1147,1888,653512,4070418
20130909,15,6,482,602,160120,880760
20130909,15,7,2461,9566,1245043,5631224
20130909,15,8,1024,1947,420329,2958426
20130909,15,9,749,1331,180488,806269
20130909,15,10,1361,3135,633237,2397275
20130909,15,11,241,417,84348,330140
20130909,15,12,612,867,116006,431637
20130909,15,13,0,0,0,17382
20130909,15,14,43,65,65218,132537
20130909,15,15,275,381,132586,1566248
20130909,15,16,1,2,1866,2060
20130909,15,17,121,178,53437,366670
20130909,15,18,474,1060,149202,1328283
20130909,15,19,269,475,126776,517814
20130909,15,20,0,0,0,0
20130909,16,1,883,2605,290623,916943
20130909,16,2,450,703,145416,488433
20130909,16,3,343,500,183776,540361
20130909,16,4,161,213,52397,247278
20130909,16,5,518,862,278786,1011205
20130909,16,6,231,313,75329,294340
20130909,16,7,1170,4582,542249,1636941
20130909,16,8,583,1198,223931,1336432
20130909,16,9,303,632,75003,301167
20130909,16,10,741,1792,337067,783701
20130909,16,11,127,193,51959,108648
20130909,16,12,478,721,80264,258162
20130909,16,13,0,0,0,0
20130909,16,14,1,1,4190,36093
20130909,16,15,154,214,66282,493324
20130909,16,16,1,1,900,265
20130909,16,17,13,14,3468,31984
20130909,16,18,0,0,0,0
20130909,16,19,191,446,152158,285118
20130909,16,20,0,0,0,0
20130909,31,1,43,68,6948,23219
20130909,31,2,53,63,16697,47507
20130909,31,3,3,3,852,2394
20130909,31,4,3,3,1042,7137
20130909,31,5,27,30,7301,18505
20130909,31,6,26,31,8118,42540
20130909,31,7,326,642,91817,442572
20130909,31,8,169,247,49640,201711
20130909,31,9,142,210,28806,141659
20130909,31,10,341,492,58194,218628
20130909,31,11,7,9,2283,10660
20130909,31,12,125,180,22284,76014
20130909,31,13,0,0,0,0
20130909,31,14,0,0,0,0
20130909,31,15,39,48,12164,74855
20130909,31,16,0,0,0,0
20130909,31,17,0,0,0,3412
20130909,31,18,27,38,4553,23817
20130909,31,19,137,228,50774,203518
20130909,31,20,0,0,0,0
